message_id,message_text,category,urgency,channel,student_type,created_hour
MSG-01456,There is no hot water in my dorm and the work order is still pending. when you have time.,housing,low,email,online,17
MSG-01457,"Can you point me to the right office for a campus policy issue? Also, the office page is confusing",general,medium,chat,undergraduate,12
MSG-01458,"Can an advisor check whether I am on track to graduate? Also, the credits page is confusing. I might lose access. :/",academic_advising,high,chat,undergraduate,1
MSG-01459,"Hi team, I tested positive and need to know what to do about attendance. I already checked the student portal and could not find a clear answer.",health_wellness,high,chat,international,9
MSG-01460,"Hi, I am not sure who to contact about this question.",general,low,chat,online,0
MSG-01461,The learning platform will not load my quiz and it is due tomorrow. not urgent.,technical_support,low,web_form,graduate,17
MSG-01462,i am worried about a student who said they might hurt themselves. before friday.,health_wellness,medium,web_form,online,9
MSG-01463,"hi team, the waitlist says open but the system will not let me add the class. also, the drop page is confusing. i already checked the student portal and could not find a clear answer.",registration,medium,email,undergraduate,2
MSG-01464,"i cannot access email from my phone after the security update. also, the mfa page is confusing.",technical_support,medium,email,undergraduate,11
MSG-01465,"My schedule has the wrong lab section and I need it fixed. Also, the section page is confusing.",registration,medium,email,undergraduate,18
MSG-01466,Please let me know where this request should go.???,general,low,email,international,23
MSG-01467,My campus login keeps failing even after I reset my password.???,technical_support,low,web_form,graduate,1
MSG-01468,"I uploaded FAFSA documents but the portal still says incomplete. Also, the refund page is confusing.",financial_aid,medium,web_form,undergraduate,10
MSG-01469,"Hi team, I need approval for an overload because this is my final semester. I already checked the student portal and could not find a clear answer.",academic_advising,high,chat,international,22
MSG-01470,I tested positive and need to know what to do about attendance. please cal me ASAP. pls,health_wellness,high,chat,online,7
MSG-01471,"The portal shows an error code when I try to submit the form. Also, the portal page is confusing.",technical_support,medium,chat,international,15
MSG-01472,i uploaded fafsa documents but the portal till says incomplete. emergency.,financial_aid,high,email,undergraduate,23
MSG-01473,My aid package still has not posted and tuition is due this week. just checking. pls,financial_aid,low,email,graduate,13
MSG-01474,I need an appointment because I have been feeling overwhelmed all week when you have time,health_wellness,low,chat,international,13
MSG-01475,I am not sure which requirement HIST 305 satisfies for my major.,academic_advising,medium,web_form,graduate,20
MSG-01476,The portal shows an error code when I try to submit the form.,technical_support,medium,web_form,graduate,12
MSG-01477,The waitlist says open but the system will not let me add the class. when you have time.,registration,low,web_form,international,10
MSG-01478,I need to drop a course before the deadline but the button is missing.,registration,high,email,graduate,9
MSG-01479,please let me know where this request should go.,general,medium,chat,online,6
MSG-01480,"I cannot register for MATH 220 because there is a hold on my account. Also, the drop page is confusing.",registration,medium,email,international,15
MSG-01481,"Hi team, I have a question about student services and could use guidance. Also, the question page is confusing. I already checked the student portal and could not find a clear answer.",general,low,email,international,11
MSG-01482,"i cannot register for chem 110 because there is a hold on my account. also, the hold page is confusing.",registration,high,chat,undergraduate,4
MSG-01483,"I cannot register for CS 150 because there is a hold on my account. Also, the section page is confusing.",registration,medium,email,online,3
MSG-01484,i need to request housing accommodation documentation review. when you have time.,housing,low,chat,graduate,2
MSG-01485,"i cannot access email from my phone after the security update. also, the portal page is confusing.",technical_support,high,web_form,international,21
MSG-01486,help,technical_support,medium,web_form,undergraduate,1
MSG-01487,"hi team, the portal shows an error code when i try to submit the form. also, the login page is confusing. i already checked the student portal and could not find a clear answer.",technical_support,medium,web_form,international,2
MSG-01488,"I want to change majors and need to know the next step Also, the requirement page is confusing",academic_advising,medium,chat,graduate,22
MSG-01489,I am not sure which requirement HIST 305 satisfies for my major.,academic_advising,medium,email,undergraduate,12
MSG-01490,"hi team, i need approval for an overload because this is my final semester. deadline is tonight. i already checked the student portal and could not find a clear answer.",academic_advising,high,web_form,online,14
MSG-01491,"I need to request housing accommodation documentation review. Also, the residence page is confusing.",housing,medium,web_form,undergraduate,20
MSG-01492,The learning platform will not load my quiz and it is due tomorrow.,technical_support,low,web_form,graduate,3
MSG-01493,"hi team, can i move rooms bc the noise is affecting my sleep? i already checked the student portal and could not find a clear answer.",housing,medium,chat,international,0
MSG-01494,I cannot access email from my phone after the security update.,technical_support,high,chat,graduate,9
MSG-01495,help,housing,low,web_form,international,3
MSG-01496,"hi team, can i move rooms because the noise is affecting my sleep? i already checked the student portal and could not find a clear answer.",housing,medium,chat,online,1
MSG-01497,my aid package still has not posted and tuition is due tonight.,financial_aid,low,email,international,3
MSG-01498,can you point me to the right office for a campus policy issue?,general,medium,chat,online,20
MSG-01499,"I want to change majors and need to know the next step. Also, the degree audit page is confusing.???",academic_advising,medium,chat,graduate,8
MSG-01500,"Hi team, Can an advisor check whether I am on track to graduate? I already checked the student portal and could not find a clear answer",academic_advising,medium,email,online,21
MSG-01501,confused about this,housing,medium,email,graduate,23
MSG-01502,The waitlit says open but the system will not let me add the class.!!,registration,high,web_form,undergraduate,9
MSG-01503,"Hi team, My aid package still has not posted and tuition is due tonight. I already checked the stdent portal and could not find a clear answer.",financial_aid,high,email,online,14
MSG-01504,"i need help setting up a payment plan before classes start. also, the fafsa page is confusing. soon.",financial_aid,medium,web_form,online,19
MSG-01505,I need to drop a course before the deadline but the button is missing.,registration,low,web_form,undergraduate,22
MSG-01506,need help asap,registration,medium,chat,online,12
MSG-01507,confused about this,registration,medium,chat,international,17
MSG-01508,"Hi team, I need to request housing accommodation documentation review. Also, the residence page is confusing. I already checked the student portal and could not find a clear answer.",housing,medium,chat,online,7
MSG-01509,"Hi team, I cannot access email from my phone after the security update. not urgent. I already checked the student portal and could not find a clear answer.",technical_support,low,email,international,19
MSG-01510,I uploaded FAFSA documents but the portal still says incomplete.,financial_aid,high,web_form,international,11
MSG-01511,help,general,low,email,online,22
MSG-01512,I need help setting up a payment plan before classes start. before Friday.,financial_aid,medium,email,international,16
MSG-01513,There is no hot water in my dorm and the work order is still pending. thx,housing,low,chat,online,1
MSG-01514,My roommate assignment changed and I never received an explanation. next week is fine.,housing,low,chat,international,12
MSG-01515,"Hi team, My schedule has the wrong lab section and I need it fixed. I already checked the student portal and could not find a clear answer.",registration,low,email,online,12
MSG-01516,can you point me to teh right office for a camps policy issue?,general,medium,web_form,undergraduate,2
MSG-01517,"i am worried about a student who said they might hurt themselves also, the wellness page is confusing before friday",health_wellness,medium,web_form,graduate,20
MSG-01518,I cannot access email from my phone after the security update,technical_support,medium,chat,international,16
MSG-01519,i need help setting up a payment plan before classes start.,financial_aid,medium,email,undergraduate,13
MSG-01520,"My schedule has the wrong lab section and I need it fixed. Also, the drop page is confusing.",registration,low,email,online,16
MSG-01521,"I cannot register for CS 150 because there is a hold on my account. Also, the hold page is confusing. I might lose access.",registration,high,web_form,graduate,20
MSG-01522,I need an appointment because I have been feeling overwhelmed all week. please call me ASAP.,health_wellness,high,chat,international,9
MSG-01523,confused about this,technical_support,low,chat,online,15
MSG-01524,I uploaded FAFSA documents but the portal still says incomplete. pls,financial_aid,low,email,online,5
MSG-01525,"Hi team, help I already checked the student portal and could not find a clear answer.",financial_aid,low,email,online,18
MSG-01526,My schedue has the wrong lab section and I need it fixed.,registration,high,chat,undergraduate,6
MSG-01527,"I cannt access email from my phone after the security update. Also, the login page is confusing.",technical_support,medium,email,graduate,18
MSG-01528,can you point me to the right office for a campus policy issue?,general,medium,chat,international,17
MSG-01529,Can I move rooms because the noise is affecting my sleep? when you have time.,housing,low,web_form,online,6
MSG-01530,confused about this,technical_support,low,email,online,5
MSG-01531,"The waitlist says open but the system will not let me add the class. Also, the waitlist page is confusing.",registration,low,web_form,international,6
MSG-01532,Can you point me to the right office for a campus policy issue?,general,low,chat,online,17
MSG-01533,help :/,academic_advising,medium,web_form,international,17
MSG-01534,my aid package still has not posted and tuition is due in two days.!!,financial_aid,low,chat,online,3
MSG-01535,"My campus login keeps failing even after I reset my password. Also, the portal page is confusing. today if possible.",technical_support,medium,chat,online,20
MSG-01536,I need to drop a course before the deadline but the button is missing. next week is fine. pls,registration,low,chat,international,16
MSG-01537,"The portal shows an error code when I try to submi the form. Also, the login page is confusing.",technical_support,high,email,online,3
MSG-01538,I tested positive and need to know what to do about attendance.,health_wellness,medium,web_form,online,14
MSG-01539,I cannot register for BIO 101 because there is a hold on my account. I am stuck.,registration,medium,web_form,undergraduate,2
MSG-01540,I have a question about student services and could use guidance.,general,low,chat,undergraduate,0
MSG-01541,Please let me know where this request should go.,general,low,web_form,undergraduate,23
MSG-01542,My schedule has the wrong lab section and I need it fixed.,registration,high,web_form,international,4
MSG-01543,"i want to change majors and need to know the next step. also, the overload page is confusing.???",academic_advising,medium,chat,international,8
MSG-01544,I need to drop a course before the deadline but the button is missing.,registration,medium,email,international,14
MSG-01545,I need an appointment because I have been feeling overwhelmed all week. right now.,health_wellness,high,web_form,undergraduate,14
MSG-01546,I am worried about a student who said they might hurt themselves.,health_wellness,high,email,international,21
MSG-01547,"Hi team, Can someone explain why my scholarship disappeared from the bill? I already checked the student portal and could not find a clear answer.",financial_aid,high,email,online,16
MSG-01548,need help asap,academic_advising,low,web_form,graduate,7
MSG-01549,"Can someone explain why my scholarship disappeared from the bill? Also, the grant page is confusing. deadline is tonight.",financial_aid,high,email,graduate,4
MSG-01550,I cannot register for ENG 201 because there is a hold on my account.!!,registration,medium,chat,international,2
MSG-01551,need help asap,registration,high,email,online,10
MSG-01552,My aid package still has not posted and tuition is due tonight,financial_aid,medium,chat,international,11
MSG-01553,I need to drop a course before the deadline but the button is missing.,registration,high,email,online,13
MSG-01554,I need an appointment because I have been feeling overwhelmed all week. thx,health_wellness,low,web_form,undergraduate,5
MSG-01555,"Hi, I am not sure who to contact about this question",general,low,chat,undergraduate,5
MSG-01556,"Hi team, Can someone explain why my scholarship disappared from the bill? I already checked the student portal and could not find a clear answer.",financial_aid,low,web_form,undergraduate,23
MSG-01557,"Hi team, I want to hange majors and need to know the next step. soon. I already checked the student portal and could not find a clear answer.???",academic_advising,medium,web_form,online,14
MSG-01558,"Hi team, My campus login keeps failing even after I reset my password. I already checked the student portal and could not find a clear answer. :/",technical_support,low,web_form,undergraduate,2
MSG-01559,"Hi, I am not sure who to contact about this question.",general,low,email,online,8
MSG-01560,"i need to request housing accommodation documentation review. also, the residence page is confusing. :/",housing,medium,chat,online,14
MSG-01561,Can I move rooms because the noise is affecting my sleep? I am stuck. thx,housing,medium,chat,undergraduate,0
MSG-01562,"Hi team, My roommate assignment changed and I never received an explanation. I already checked the student portal and could not find a clear answer.",housing,medium,chat,international,20
MSG-01563,Can someone explain why my scholarship disappeared from the bill? :/,financial_aid,medium,web_form,international,17
MSG-01564,my aid package still has not posted and tuition is due tomorrow i am stuck,financial_aid,medium,email,graduate,13
MSG-01565,"Please le me know where this request should go Also, the services page is confusing",general,medium,web_form,online,1
MSG-01566,"I tested positive and need to know what to do about attendance. Also, the anxiety page is confusing.",health_wellness,medium,email,undergraduate,21
MSG-01567,My schedule has the wrong lab section and I need it fixed.,registration,high,chat,international,8
MSG-01568,need help asap,health_wellness,low,web_form,graduate,14
MSG-01569,"I am worried about a student who said they might hurt themselves. Also, the wellness page is confusing. thx",health_wellness,high,web_form,undergraduate,11
MSG-01570,confused about this,academic_advising,medium,web_form,online,6
MSG-01571,help,registration,medium,web_form,online,16
MSG-01572,"I need approval for an overload because this is my final semester. Also, the advisor page is confusing.",academic_advising,medium,web_form,undergraduate,1
MSG-01573,"Hi team, Please let me know where this request should go. I already checked the student portal and could not find a clear answer.",general,low,chat,undergraduate,22
MSG-01574,I need approval for an overload because this is my final semester.,academic_advising,high,chat,online,5
MSG-01575,"I need help setting up a payment plan before classes start. Also, the scholarship page is confusing. today if possible.",financial_aid,medium,web_form,online,18
MSG-01576,Please let meknow where this request should go.,general,low,email,online,0
MSG-01577,the portal shows an error code when i try to submit the form. pls,technical_support,high,web_form,international,9
MSG-01578,"hi team, i need approval for an overload because this is my final semester. i already checked the student portal and could not find a clear answer.",academic_advising,low,web_form,online,10
MSG-01579,"I need approval for an overload because this is my final semester. Also, the advisor page is confusing. just checking.",academic_advising,low,web_form,online,2
MSG-01580,Can an advisor check whetehr I am on track to graduate?,academic_advising,medium,web_form,online,17
MSG-01581,The portal shows an error code when I try to submit the form.,technical_support,low,web_form,undergraduate,5
MSG-01582,The learning platform will not load my quiz and it is due tonight.,technical_support,medium,web_form,international,5
MSG-01583,"I need approval for an overload because this is my final semester. Also, the major page is confusing. today if possible.",academic_advising,medium,email,graduate,23
MSG-01584,I need help setting up a payment plan before classes start.,financial_aid,low,chat,online,0
MSG-01585,need help asap,technical_support,low,web_form,international,15
MSG-01586,confused about this???,registration,high,email,graduate,5
MSG-01587,"I want to change majors and need to know the next step. Also, the overload page is confusing.",academic_advising,medium,email,online,14
MSG-01588,My campus login keeps failing even after I reset my password.,technical_support,low,chat,online,19
MSG-01589,I uploaded FAFSA documents but the portal still says incomplete. I might lose access.,financial_aid,high,web_form,online,0
MSG-01590,"hi team, can someone explain why my scholarship disappeared from the bill? i already checked the student portal and could not find a clear answer.",financial_aid,high,email,undergraduate,4
MSG-01591,"Hi team, Can you point me to the right office for a campus policy issue? I already checked the student portal and could not find a clear answer. :/",general,low,email,undergraduate,17
MSG-01592,"hi team, i cannot access email from my phone after the security update i might lose access i already checked the student portal and could not find a clear answer",technical_support,high,chat,online,11
MSG-01593,"I need approval for an overload bc this is my final semester. Also, the graduation page is confusing.",academic_advising,medium,web_form,undergraduate,14
MSG-01594,I uploaded FAFSA documents but teh portal still says incomplete. today if possible.,financial_aid,medium,web_form,graduate,2
MSG-01595,My roommate assignment changed and I never received an eplanation.,housing,low,web_form,international,14
MSG-01596,The waitlist says open but the system will not let me add the class,registration,medium,web_form,graduate,18
MSG-01597,"the waitlist says open but the system will not let me add the class. also, the register page is confusing.",registration,medium,web_form,undergraduate,22
MSG-01598,i need help setting up a payment plan befor classes start.,financial_aid,high,chat,graduate,8
MSG-01599,I am worried about a student who said they might hurt themselves.,health_wellness,high,email,undergraduate,4
MSG-01600,"my aid package still has not posted and tuition is due tonight. also, the grant page is confusing.",financial_aid,low,email,online,21
MSG-01601,"Hi team, There is no hot water in my dorm and the work order is still pending. I already checked the student portal and could not find a clear answer.",housing,medium,email,online,4
MSG-01602,"Hi team, My schedule has the wrong lab section and I need it fixed. I already checked the student portal and could not find a clear answer.",registration,medium,web_form,online,9
MSG-01603,"My aid package still has not posted and tuition is due tonight Also, the payment page is confusing",financial_aid,high,web_form,online,12
MSG-01604,"hi team, can i move rooms because the noise is affecting my sleep? i already checked the student portal and could not find a clear answer.???",housing,medium,web_form,undergraduate,2
MSG-01605,my campus login keeps failing even after i reset my password.,technical_support,high,chat,online,12
MSG-01606,"The learning platform will not load my quiz and it is due tonight. Also, teh login page is confusing. just checking.!!",technical_support,low,email,graduate,5
MSG-01607,"I cannot register for CS 150 because there is a hold on my account. Also, the hold page is confusing.",registration,low,web_form,online,5
MSG-01608,I uploaded FAFSA documents but the portal still says incomplete.,financial_aid,high,email,international,16
MSG-01609,can i talk to someone today about anxiety and missing classes?,health_wellness,high,chat,graduate,13
MSG-01610,"hi team, i need to drop a course before the deadline but the button is missing. i already checked the student portal and could not find a clear answer.",registration,medium,chat,international,5
MSG-01611,confused about this,academic_advising,low,chat,undergraduate,2
MSG-01612,need help asap,housing,low,chat,international,5
MSG-01613,"Hi team, The learning platform will not load my quiz and it is due this week. I already checked the student portal and could not find a clear answer.",technical_support,medium,web_form,international,21
MSG-01614,"Hi team, My roommate assignment changed and I never received an explanation. I already checked the student portal and could not find a clear answer.",housing,low,chat,graduate,22
MSG-01615,I need help setting up a payment plan before classes start.,financial_aid,high,web_form,graduate,8
MSG-01616,"My aid package still has not posted and tuition is due this week. Also, the scholarship page is confusing. soon.",financial_aid,medium,web_form,international,17
MSG-01617,My schedule has the wrong lab section and I need it fixed.,registration,high,chat,international,9
MSG-01618,I need approval for an overload because this is my final semester.,academic_advising,low,email,online,23
MSG-01619,"Hi, I am not sure who to contact about this question. Also, the campus page is confusing. thx",general,medium,web_form,graduate,5
MSG-01620,"Can I move rooms because the noise is affecting my sleep? Also, the dorm page is confusing. right now.",housing,high,web_form,graduate,1
MSG-01621,I tested positive and need to know what to do about attendance.,health_wellness,high,web_form,graduate,20
MSG-01622,My schedule has the wrong lab section and I need it fixed.,registration,low,web_form,online,3
MSG-01623,"hi team, can i talk to someone toda about anxiety and missing classes? i already checked the student portal and could not find a clear answer",health_wellness,medium,chat,international,8
MSG-01624,My roommate assignment changed and I never received an explanation.,housing,medium,web_form,international,22
MSG-01625,"My schedule has the wrong lab section and I need it fixed. Also, the register page is confusing. :/",registration,medium,web_form,graduate,5
MSG-01626,My roommate assignment changed and I never received an explanation. I am stuck.,housing,medium,chat,undergraduate,13
MSG-01627,help,registration,medium,web_form,online,22
MSG-01628,need help asap,technical_support,medium,web_form,online,13
MSG-01629,"Please let me know where this request should go Also, the information page is confusing",general,low,web_form,graduate,16
MSG-01630,confused about this,financial_aid,high,email,undergraduate,6
MSG-01631,"I uploaded FAFSA documents but the portal still says incomplete. Also, the bill page is confusing. today if possible.",financial_aid,medium,web_form,online,7
MSG-01632,I need to request housing accommodation documentation review,housing,low,web_form,international,6
MSG-01633,"Hi team, Can I move rooms because the noise is affecting my sleep? emergency. I already checked the student portal and could not find a clear answer.",housing,high,email,online,4
MSG-01634,need help asap :/,general,medium,chat,graduate,20
MSG-01635,"I cannot register for MATH 220 because there is a hold on my account. Also, the hold page is confusing. right now.",registration,high,chat,undergraduate,4
MSG-01636,"my roommate assignment changed and i never received an explanation. also, the residence page is confusing.",housing,low,chat,undergraduate,20
MSG-01637,I cannot access email from my phone after the security update.,technical_support,low,web_form,online,6
MSG-01638,"The portal shows an error code when I try to submit the form. Also, the password page is confusing.",technical_support,high,chat,graduate,21
MSG-01639,i cannot register for math 220 because there is a hold on my account,registration,medium,chat,undergraduate,12
MSG-01640,Can I move rooms because the noise is affecting my sleep?,housing,medium,web_form,international,23
MSG-01641,"Hi team, I am not sure which requirement MATH 220 satisfies for my major. Also, the degree audit page is confusing. I already checked the student portal and could not find a clear answer.",academic_advising,medium,web_form,online,7
MSG-01642,I need approval for an overload because this is my final semester.,academic_advising,low,web_form,online,6
MSG-01643,My aid package still has not posted and tuition is due tonight.,financial_aid,low,email,graduate,23
MSG-01644,My schedule has teh wrong lab section and I need it fixed.,registration,high,email,online,6
MSG-01645,"Hi team, Please let me know where this request should go I already checked the student portal and could not find a clear answer",general,medium,chat,undergraduate,19
MSG-01646,The portal shows an error code when I try to submit the form.,technical_support,medium,web_form,international,8
MSG-01647,"Hi team, Can you point me to the right office for a campus policy issue? I already checke the student portal and could not find a clear answer.",general,medium,web_form,graduate,14
MSG-01648,"I want to change majors and need to know the next step. Also, the graduation page is confusing.???",academic_advising,medium,email,graduate,7
MSG-01649,"I need help setting up a payment plan before classes start. Also, the refund page is confusing.",financial_aid,high,email,international,12
MSG-01650,"i need help setting up a payment plan before classes start. also, the grant page is confusing.",financial_aid,low,chat,online,13
MSG-01651,"My campus login keeps failing even after I reset my password. Also, the password page is confusing.",technical_support,medium,chat,undergraduate,20
MSG-01652,I am not sure which requirement ENG 201 satisfies for my major. today if possible.???,academic_advising,medium,chat,undergraduate,0
MSG-01653,"I need help setting up a payment plan before classesstart. Also, the FAFSA page is confusing.",financial_aid,low,email,international,19
MSG-01654,"Can an advisor check whether I am on track to graduate? Also, the degree audit page is confusing",academic_advising,medium,chat,online,2
MSG-01655,"I need approval for an overload because this is my final semester. Also, the requirement page is confusing.",academic_advising,low,web_form,undergraduate,19
MSG-01656,"Hi team, There is no hot water in my dorm and the work order is still pending. Also, the work order page is confusing. I already checked the student portal and could not find a clear answer.",housing,low,email,online,21
MSG-01657,"Hi team, I need help setting up a payment plan before classes start. I might lose access. I already checked the student portal and could not find a clear answer.",financial_aid,high,web_form,graduate,23
MSG-01658,"hi team, my aid package still has not posted and tuition is due this week. also, the bill page is confusing. i already checked the student portal and could not find a clear answer.!!",financial_aid,low,email,graduate,21
MSG-01659,Can an advisor check whether I am on track to graduate?!!,academic_advising,medium,web_form,international,19
MSG-01660,confused about this???,housing,medium,email,undergraduate,12
MSG-01661,"I need an appointment because I have been feeling overwhelmed all week. Also, the safety page is confusing.",health_wellness,high,chat,international,8
MSG-01662,I want to change majors and need to know the next step.,academic_advising,low,chat,undergraduate,15
MSG-01663,I need to drop a course before the deadline but the button is missing. before Friday.,registration,medium,web_form,international,14
MSG-01664,"my roommate assignment changed and i never received an explanation. also, the dorm page is confusing.",housing,low,chat,international,18
MSG-01665,"Please let me know where thisrequest should go. Also, the question page is confusing.",general,low,chat,online,15
MSG-01666,help???,technical_support,low,chat,graduate,6
MSG-01667,Can I moe rooms because the noise is affecting my sleep? pls,housing,low,email,international,6
MSG-01668,"my campus login keeps failing even after i reset my password. also, the mfa page is confusing.",technical_support,low,web_form,undergraduate,4
MSG-01669,"Hi team, I have a question about student services and could use guidance. I already checked the student portal and could not find a clear answer.",general,medium,chat,graduate,21
MSG-01670,need help asap,health_wellness,medium,email,undergraduate,20
MSG-01671,"I need help setting up a payment plan before classes start. Also, the bill page is confusing.",financial_aid,low,chat,international,4
MSG-01672,I need to request housing accommodation documentation review.,housing,medium,chat,graduate,17
MSG-01673,Can someone explain why my scholarship disappeared from the bill?,financial_aid,low,email,graduate,17
MSG-01674,I need approval for an overload because this is my final semester. when you have time.,academic_advising,low,email,undergraduate,11
MSG-01675,I am worried about a student who said they might hurt themselves thx,health_wellness,high,chat,international,4
MSG-01676,"Hi team, I want to change majors and need to know the next step. Also, the degree audit page is confusing. I am stuck. I already checked the student portal and could not find a clear answer.",academic_advising,medium,chat,graduate,19
MSG-01677,"My roommate assignment changed and I never received an explanation. Also, the move-in page is confusing.",housing,medium,web_form,online,20
MSG-01678,My aid package still has not posted and tuition is due in two days.,financial_aid,medium,email,graduate,15
MSG-01679,"Hi, I am not sure who to contact about this question. Also, th office page is confusing. soon. pls",general,medium,web_form,graduate,12
MSG-01680,i want to change majors and need to know the next step. next week is fine.,academic_advising,low,web_form,graduate,5
MSG-01681,Can I talk to someone today about anxiety and missing classes?,health_wellness,medium,email,online,8
MSG-01682,The learning platform will not load my quiz and it is due tomorrow,technical_support,low,chat,international,7
MSG-01683,confused about this,financial_aid,low,chat,graduate,14
MSG-01684,I am not sure which requirement ENG 201 satisfies for my major.,academic_advising,low,web_form,international,18
MSG-01685,Can you point me to the right office for a campus policy issue?,general,low,chat,international,18
MSG-01686,confused about this,registration,medium,email,online,15
MSG-01687,help,health_wellness,low,chat,international,15
MSG-01688,I need approval for an overload because this is my final semester.,academic_advising,medium,email,international,20
MSG-01689,"Hi, I am not sure who to contact about this question before Friday",general,medium,web_form,online,3
MSG-01690,"can someone explain why my scholarship disappeared from the bill? also, the loan page is confusing. just checking.",financial_aid,low,chat,undergraduate,21
MSG-01691,"Hi team, I tested positive and need to know what to do about attendance. Also, the health page is confusing. I already checked the student portal and could not find a clear answer.",health_wellness,high,chat,graduate,20
MSG-01692,i am worried about a student who said they might hurt themselves.,health_wellness,high,web_form,online,6
MSG-01693,Please let me know where this request should go.,general,low,web_form,online,11
MSG-01694,i need approval for an overload because this is my final semester.,academic_advising,medium,web_form,graduate,8
MSG-01695,"Hi team, I tested positive and need to know what to do about attendance. Also, the anxiety page is confusing. I already checked the student portal and could not find a clear answer.",health_wellness,high,chat,international,7
MSG-01696,My campus login keeps failing even after I reset my password.,technical_support,low,web_form,graduate,5
MSG-01697,the portal shows an error code when i try to submit the form.,technical_support,low,chat,undergraduate,23
MSG-01698,I have a question about student services and could use guidance.,general,low,chat,online,8
MSG-01699,"Hi team, The portal shows an error code when I try to submit the form. I already checked the student portal and could not find a clear answer.",technical_support,low,email,international,2
MSG-01700,Can someone explain why my scholarship disappeared from the bill?,financial_aid,low,web_form,online,6
MSG-01701,"I am not sure which requirement CS 150 satisfies for my major Also, the degree audit page is confusing",academic_advising,high,chat,graduate,13
MSG-01702,My aid package still has not posted and tuition is due in two days.,financial_aid,medium,email,online,3
MSG-01703,Can I talk to someone today about anxiety and missing classes?,health_wellness,medium,chat,online,0
MSG-01704,"Hi team, My roommate assignment changed and I never received an explanation. I already checked the student portal and could not find a clear answer.",housing,medium,web_form,international,14
MSG-01705,Can an advisor check whether I am on track to graduate?,academic_advising,low,web_form,graduate,15
MSG-01706,I cannot register for MATH 220 because there is a hold on my account. thx,registration,low,chat,international,8
MSG-01707,confused about this,general,medium,email,international,5
MSG-01708,"Hi team, I cannot register for MATH 220 because there is a hold on my account Also, the waitlist page is confusing I already checked the student portal and could not find a clear answer",registration,high,email,undergraduate,14
MSG-01709,need help asap,academic_advising,medium,email,international,4
MSG-01710,"The waitlist says open but the systm will not let me add the class. Also, the add page is confusing. pls",registration,medium,chat,online,6
MSG-01711,Please let me know where this request should go.,general,low,email,graduate,15
MSG-01712,"Hi team, Can someone explain why my scholarship disappeared from the bill? I already checked the student portal and could not find a clear answer.",financial_aid,medium,web_form,undergraduate,10
MSG-01713,can you point me to the right office for a campus policy issue?,general,medium,web_form,international,16
MSG-01714,I am not sure which requirementHIST 305 satisfies for my major.,academic_advising,medium,web_form,graduate,11
MSG-01715,I need an appointment because I have been feeling overwhelmed all week.,health_wellness,medium,chat,undergraduate,4
MSG-01716,I need to drop a course before the deadline but the button is missing. I am stuck.,registration,medium,web_form,online,14
MSG-01717,"Hi, I am not sure who to contact about this question.",general,high,chat,online,14
MSG-01718,"Hi team, I cannot register for CS 150 because there is a hold on my account. Also, the section page is confusing. I already checked the student portal and could not find a clear answer.",registration,medium,email,graduate,8
MSG-01719,"My aid package still has not posted and tuition is due this week. Also, the loan page is confusing. deadline is tonight.",financial_aid,high,email,online,17
MSG-01720,Can you point me to the right office or a campus policy issue?,general,medium,email,online,2
MSG-01721,Can I move rooms because the noise is affecting my sleep?,housing,low,email,online,1
MSG-01722,i need approval for an overload bc this is my final semester.,academic_advising,high,email,graduate,21
MSG-01723,need help asap,technical_support,low,web_form,graduate,16
MSG-01724,my schedule has the wrong lab section and i need it fixed.,registration,high,email,graduate,9
MSG-01725,"Hi team, My schedule has the wrong lab section and I need it fixed. I already checked the student portal and could not find a clear answer.",registration,medium,web_form,online,13
MSG-01726,"hi team, i need to drop a course before the deadline but the button is missing. i already checked the student portal and could not find a clear answer.",registration,medium,web_form,graduate,18
MSG-01727,"Hi team, I am not sure which requirement ENG 201 satisfies for my major. Also, the graduation page is confusing. just checking. I already checked the student portal and could not find a clear answer. :/",academic_advising,low,chat,international,18
MSG-01728,My roommate assignment changed and I never received an explanation. not urgent.,housing,low,email,graduate,14
MSG-01729,I need to drop a course before the deadline but the button is missing. pls,registration,medium,chat,online,21
MSG-01730,"Hi team, I am worried about a student who said they might hurt themselves. I already checked the student portal and could not find a clear answer. thx",health_wellness,high,chat,online,8
MSG-01731,i cannot access email from my phone after the security update???,technical_support,high,web_form,online,14
MSG-01732,"I need to drop a course before the deadline but the button is missing. Also, the hold page is confusing.",registration,medium,email,graduate,10
MSG-01733,"Hi, I am not sure who to contact about this question.",general,low,chat,undergraduate,8
MSG-01734,"hi team, my aid package still has not posted and tuition is due in two days. i already checked the student portal and could not find a clear answer.",financial_aid,low,web_form,international,18
MSG-01735,"Hi team, I need an appointment bc I have been feeling overwhelmed all week. I already checked the student portal and could not find a clear answer.",health_wellness,medium,chat,undergraduate,20
MSG-01736,"I need approval for an overload because this is my final semester. Also, the graduation page is confusing.",academic_advising,medium,chat,undergraduate,9
MSG-01737,"Hi team, Can you point me to the right office for a campus policy issue? I already checked the student portal and could not find a clear answer.???",general,low,email,online,11
MSG-01738,"There is no hot water in my dorm and the work order is still pending. Also, the meal plan page is confusing.",housing,low,web_form,international,3
MSG-01739,"i uploaded fafsa documents but the portal still says incomplete. also, the bill page is confusing.",financial_aid,high,chat,graduate,5
MSG-01740,Can you point me to the right office for a campus policy issue?,general,low,email,online,18
